longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value,,median_house_value
-117.89,33.82,21,1591,298,904,297,4.8906,<1H OCEAN,189945,,179100
-121.37,38.6,36,1119,144,414,150,5.8336,INLAND,256759,,283300
-118.14,33.95,42,1413,228,630,219,6.8564,<1H OCEAN,332172.07,,300000
-122.07,37.66,21,5031,1168,2461,1042,3.875,NEAR BAY,186121,,179300
-118.56,34.41,4,17313,3224,6902,2707,5.6798,<1H OCEAN,318902.05,,320900
-121.88,37.27,24,4567,688,2102,695,5.6895,<1H OCEAN,284508,,289000
-122.2,37.77,39,2689,597,1888,537,2.2562,NEAR BAY,117482,,94800
-118.34,34.17,49,3033,580,1284,561,4.1161,<1H OCEAN,257949.03,,232500
-122.43,37.61,21,10252,2595,4790,2428,4.1692,NEAR OCEAN,324561,,344500
-117.99,33.68,13,4000,883,1999,881,4.7245,<1H OCEAN,260047,,273600
-121.91,37.33,52,2212,563,1195,532,2.894,<1H OCEAN,225582.02,,209500
-118.32,33.88,37,1402,254,722,251,6.4781,<1H OCEAN,307710.03,,269000
-122.05,37.97,16,60,10,65,19,6.1359,NEAR BAY,272246,,250000
-122.2,39.75,18,2603,576,1616,588,2.0192,INLAND,70023,,63700
-123.85,39.42,11,1804,506,895,451,1.7574,<1H OCEAN,129617,,150000
-118.9,34.2,16,6510,817,2304,778,7.9943,<1H OCEAN,434385.03,,452100
-120.86,37.6,25,1178,206,709,214,4.5625,INLAND,145756,,133600
-122.26,38.57,22,509,103,139,73,2.1979,INLAND,144972,,152800
-118.36,33.9,42,1935,388,1136,379,4.74,<1H OCEAN,243781,,230000
-117.57,33.9,7,3797,850,2369,720,3.5525,INLAND,134583,,137600
-119.69,34.43,37,2801,497,1150,476,5.8311,<1H OCEAN,346360.01,,387700
-121.92,36.56,39,2144,538,749,419,2.7039,NEAR OCEAN,330006,,364000
-121.47,38.61,35,1372,360,850,328,1.6331,INLAND,68818,,67500
-118.4,34.1,27,3979,510,1351,520,15.0001,<1H OCEAN,497513.95,,500001
-119.87,36.83,4,4833,784,2088,789,5.1781,INLAND,133542,,122500
-120.42,34.94,32,2844,551,1337,516,2.7188,<1H OCEAN,157954.01,,133700
-121.27,38.05,26,378,75,164,65,3.4107,INLAND,114147,,82800
-118.15,33.85,36,1435,249,606,234,4.1439,<1H OCEAN,211965.02,,212600
-122.2,37.9,36,2107,287,740,280,10.3416,NEAR BAY,486983.86,,500001
-118.16,33.78,14,1709,558,1939,520,1.9808,NEAR OCEAN,140200,,139100
-122.38,37.59,49,1657,266,613,270,5.7837,NEAR OCEAN,375243.04,,378100
-118.2,33.9,26,1000,275,1178,263,2.12,<1H OCEAN,123012,,105000
-118.23,33.91,33,677,182,984,174,2.5893,<1H OCEAN,99522,,88900
-121.4,38.63,31,1540,452,1079,444,1.8571,INLAND,87973,,98700
-121.82,37.81,12,4711,659,2089,621,8.3209,INLAND,462617,,485400
-118.29,34.08,43,3056,1345,3920,1304,1.925,<1H OCEAN,266948,,300000
-118.55,34.17,36,2127,297,761,274,7.8392,<1H OCEAN,490965.81,,500001
-117.85,33.81,32,1766,322,876,330,4.0417,<1H OCEAN,222184,,234500
-117.83,33.81,28,1972,315,970,326,5.4298,<1H OCEAN,237346,,234200
-122.47,37.74,52,1538,305,819,319,4.0846,NEAR BAY,314879,,333600
-120.18,34.75,17,2074,382,1035,359,3.7958,<1H OCEAN,323664,,400000
-116.99,33.2,17,2980,539,1531,505,3.1553,<1H OCEAN,209192,,250000
-121.76,38.55,23,8800,1857,6330,1832,2.065,INLAND,180685,,219400
-118.36,33.86,35,2126,434,1044,433,5.5456,<1H OCEAN,303119.01,,297400
-119.72,36.32,40,1185,221,676,256,2.2721,INLAND,59710,,52600
-117.12,32.59,28,2793,706,1825,676,2.6724,NEAR OCEAN,142764,,144500
-122.26,37.54,5,3264,442,1607,453,9.1415,NEAR BAY,466422.68,,500001
-117.58,34.1,4,6360,1584,3359,1396,3.5186,INLAND,132059,,127800
-122.2,37.47,40,2959,389,985,365,9.9025,NEAR BAY,497724.98,,500001
-116.9,34.69,10,337,102,108,50,0.4999,INLAND,75416,,55000
-120.84,38.81,11,1280,286,609,248,3.1635,INLAND,130474,,132600
-117.37,33.97,34,3676,697,2653,682,2.5804,INLAND,93339,,92400
-117.02,32.71,30,3187,592,2082,631,3.5388,NEAR OCEAN,119179,,118500
-118.21,33.92,37,1705,403,1839,410,2.5833,<1H OCEAN,134352,,132700
-121.64,40.9,24,2237,434,834,318,1.7538,INLAND,76554,,90300
-117.23,32.86,16,1675,354,604,332,5.2326,NEAR OCEAN,233653,,188300
-122.92,38.97,20,2067,384,904,333,2.9934,<1H OCEAN,139512,,134200
-118.36,34.09,34,2832,883,1594,843,1.7558,<1H OCEAN,285408.02,,312500
-117.9,33.74,19,1566,379,1032,330,2.2105,<1H OCEAN,182062.01,,180400
-121.02,39.27,52,3720,707,1424,609,3.2,INLAND,149229,,155000
-122.19,37.76,52,2024,391,1030,350,2.4659,NEAR BAY,131124,,94700
-122.15,37.67,35,2472,398,1171,390,5.5797,NEAR BAY,251202,,198100
-119.18,34.16,12,460,101,405,103,5.2783,NEAR OCEAN,240301.06,,167400
-122.53,37.93,37,1722,352,648,337,4.125,NEAR BAY,305575,,310300
-117.67,33.55,6,3157,721,1695,710,3.7609,<1H OCEAN,207742,,222300
-119.85,36.82,15,1387,236,638,195,5.5842,INLAND,123098,,88900
-118.57,34.15,22,5791,706,2059,673,10.9201,<1H OCEAN,496432.91,,500001
-117.88,33.83,22,3522,543,1706,524,6.4685,<1H OCEAN,266028,,241200
-118.33,34.1,43,2732,1646,3049,1429,1.3157,<1H OCEAN,299503.01,,333300
-117.8,33.75,29,3058,488,1197,474,5.3903,<1H OCEAN,276711.04,,286600
-117.2,34.26,17,9419,1455,1382,459,6.2233,INLAND,230084,,230900
-117.68,33.65,6,10395,1915,4783,1811,5.928,<1H OCEAN,246393,,239900
-119.7,36.82,25,2379,540,1482,484,2.3173,INLAND,72493,,68200
-118.37,34.04,25,542,161,442,131,2.25,<1H OCEAN,270857,,333300
-121.63,39.18,13,1907,347,821,367,2.0978,INLAND,126763,,134000
-118.97,35.38,32,1361,363,1483,297,1.625,INLAND,48723,,46800
-121.75,39.4,29,1687,327,864,334,2.4943,INLAND,83661,,81900
-122.32,37.55,46,1437,266,607,263,4.8068,NEAR OCEAN,355883.03,,369700
-117.94,33.93,14,999,232,1037,244,2.7125,<1H OCEAN,172502,,166100
-119.42,36.35,20,1469,303,1031,259,1.6645,INLAND,51536,,48000
-122.31,38,29,3108,534,1687,516,4.3333,NEAR BAY,184059,,170800
-119.96,38.94,27,1492,393,717,254,1.8906,INLAND,109971,,104200
-117.04,34,21,4624,852,2174,812,3.5255,INLAND,129976,,132100
-117.9,33.71,15,539,71,287,66,6.3427,<1H OCEAN,305131.04,,305200
-122.46,37.88,35,2492,409,812,373,8.8386,NEAR BAY,489098.83,,500001
-118.34,34.19,48,814,165,490,176,3.1406,<1H OCEAN,213978,,223100
-118.36,34.2,14,1878,614,1874,559,2.5267,<1H OCEAN,209479.01,,231800
-118.18,34.02,43,887,219,965,217,2.625,<1H OCEAN,137906,,133900
-119.83,36.8,24,3756,681,1586,739,3.8571,INLAND,92395,,90100
-118.13,33.84,48,1895,294,881,293,6.3364,<1H OCEAN,337480.07,,307400
-122.71,38.43,38,1689,526,1071,529,1.5026,<1H OCEAN,137824,,124000
-119.72,34.43,36,1156,309,521,304,2.6014,<1H OCEAN,292437,,320600
-117.88,34.12,34,912,165,522,150,4.0417,<1H OCEAN,178529,,178000
-117.23,32.74,16,735,139,299,134,4.6354,NEAR OCEAN,208442.01,,179200
-122.46,37.66,15,6082,1284,3861,1198,5.4221,NEAR OCEAN,289555,,284700
-121.96,37.23,36,4423,632,1719,608,7.8407,<1H OCEAN,477141.27,,476400
-117.14,33.16,16,1660,,733,214,5.6874,<1H OCEAN,234802.01,,202700
-121.29,37.87,29,488,108,308,115,2.6563,INLAND,113216,,103100
-116.05,34.12,19,301,65,150,56,3.125,INLAND,77054,,65600
-118.3,33.89,30,2756,858,1806,787,3.0329,<1H OCEAN,209080,,207800
-122.38,37.58,52,2039,299,772,303,6.471,NEAR OCEAN,470889.7,,500001
-122.26,37.83,52,2432,715,1377,696,2.5898,NEAR BAY,200327,,176000
-117.46,34.1,35,908,226,667,203,2.5833,INLAND,98977,,93500
-121.92,37.33,52,2962,557,1215,506,4.7768,<1H OCEAN,306764.02,,301100
-122.07,37.69,29,2304,618,1021,552,2.5362,NEAR BAY,207706.02,,203800
-119.84,36.85,8,3791,487,1424,475,10.5144,INLAND,398666.3,,345900
-116.52,33.81,12,12396,2552,2548,1265,3.4394,INLAND,149649,,162200
-122.68,38.07,26,1445,244,510,207,5.6305,NEAR OCEAN,392781.01,,430000
-121.67,36.67,24,3071,544,1477,560,3.9219,<1H OCEAN,222256,,222500
-118.21,33.95,32,1116,328,1265,302,2.295,<1H OCEAN,147503,,155200
-121.98,37.28,28,3688,633,1877,620,5.7251,<1H OCEAN,284808,,272600
-117.93,33.84,34,2160,298,852,305,6.0531,<1H OCEAN,275423,,287100
-118.78,34.16,9,30405,4093,12873,3931,8.0137,NEAR OCEAN,411738.16,,399200
-122.3,37.9,35,1102,308,688,303,2.3946,NEAR BAY,142790,,141700
-119.23,34.42,16,630,117,343,100,5.75,<1H OCEAN,320457.02,,325000
-122.53,41.81,21,2400,485,1109,443,1.7639,INLAND,58715,,55400
-122.01,37.39,36,1976,361,1348,371,5.6447,<1H OCEAN,274363,,252600
-122.34,37.94,47,2313,433,947,430,3.942,NEAR BAY,160421,,143300
-121.62,36.71,24,4195,706,2200,647,4.3451,<1H OCEAN,189988,,177800
-118.1,33.84,36,690,109,316,104,3.7813,<1H OCEAN,203034,,209100
-122.5,37.75,45,1672,344,838,314,4.1419,NEAR OCEAN,297086,,291500
-118.12,34.68,12,5319,875,2439,779,4.6629,INLAND,138707,,131500
-117.31,33.24,6,1580,288,792,265,4.0469,<1H OCEAN,179721.02,,162400
-120.79,37.08,9,97,20,91,22,2.9063,INLAND,91450,,55000
-121.87,37.34,52,1170,215,604,207,2.6667,<1H OCEAN,289525.01,,325900
-117.79,33.77,21,4349,553,1680,519,6.9014,<1H OCEAN,405675.08,,439000
-122.52,37.96,35,2012,346,818,352,5.2818,NEAR BAY,322937,,331000
-118.3,33.87,27,3144,722,1510,680,3.1597,<1H OCEAN,218060,,214700
-118.05,34.06,45,531,164,722,166,2.1406,<1H OCEAN,169044,,162500
-118.21,34.14,44,1681,407,1105,387,3.2222,<1H OCEAN,189503,,186500
-117.98,33.78,31,2825,546,1908,563,3.9798,<1H OCEAN,188887,,187500
-117.15,34.04,14,2845,420,1172,377,7.5822,INLAND,291765.01,,283100
-118.11,33.81,37,1694,280,776,271,6.2187,<1H OCEAN,272542.02,,257900
-118.48,34.21,25,2879,723,2077,649,3.3864,<1H OCEAN,202340,,197400
-118.17,33.82,52,2539,497,1152,488,4.1354,NEAR OCEAN,278561,,268200
-121.22,38.4,14,2655,441,1277,422,4.6989,INLAND,198883,,213800
-118.19,34.12,46,3387,820,2833,813,2.987,<1H OCEAN,177176,,176900
-117.71,34.08,26,2744,494,1411,465,4.2639,INLAND,149936,,154200
-118.08,33.85,22,1055,204,682,216,6,<1H OCEAN,214016,,191300
-118.4,33.87,45,2093,497,842,472,6.3231,<1H OCEAN,473090.74,,500001
-117.4,34.04,17,1906,334,1550,338,3.025,INLAND,99803,,81800
-123.5,39.67,22,2124,450,1122,446,2.1793,INLAND,73063,,71500
-120.67,37.37,18,164,30,104,32,1.6607,INLAND,89490,,87500
-121.48,38.54,41,3364,685,1841,626,2.1975,INLAND,77010,,73500
-122.18,37.45,43,2061,437,817,385,4.4688,NEAR BAY,407071,,460200
-117.01,32.76,34,3415,608,1464,593,4.0549,<1H OCEAN,210601,,223700
-118.36,33.93,40,1625,500,2036,476,2.6298,<1H OCEAN,161787,,156500
-122.71,38.34,22,1249,335,699,308,2.6033,<1H OCEAN,130002,,121600
-118.51,34.2,35,1614,308,850,330,4.1806,<1H OCEAN,211593,,209000
-118.56,34.18,36,1366,224,719,270,4.8264,<1H OCEAN,251660,,251000
-122.09,37.35,30,1502,186,501,180,10.0259,NEAR BAY,495360.97,,500001
-119.01,36.05,27,1127,294,839,276,1.3807,INLAND,53715,,53100
-117.4,34.08,21,3622,667,2503,720,3.8531,INLAND,113480,,105400
-118.41,34.24,38,490,101,402,100,3.125,<1H OCEAN,176306,,175900
-117.9,33.74,18,1884,442,1915,442,2.3783,<1H OCEAN,164231,,166700
-117.92,34.09,35,1810,318,1164,332,5.0123,<1H OCEAN,178641,,165700
-122.28,37.52,29,1526,355,724,315,4.0313,NEAR OCEAN,401412.01,,435200
-117.22,33.14,5,4576,848,2314,705,5.0123,NEAR OCEAN,226118.02,,210400
-122.41,37.75,52,1678,386,1220,357,2.5809,NEAR BAY,244796.01,,255300
-122.47,37.76,52,4001,809,1886,756,3.3239,NEAR BAY,356252.04,,350000
-118.24,33.93,37,1027,258,824,248,1.5132,<1H OCEAN,91140,,86300
-118.32,34.04,47,1989,532,1430,519,1.8333,<1H OCEAN,154752,,151100
-120.27,37.12,17,3328,628,1580,619,2.9861,INLAND,89073,,81500
-121.07,39.15,15,6828,1319,3002,1318,2.4726,INLAND,139938,,143400
-122.27,37.82,43,1868,456,1061,407,1.5045,NEAR BAY,100914,,93800
-120.43,37.35,15,1613,203,673,213,5.9378,INLAND,190660,,212200
-122.47,37.79,52,2383,477,990,464,3.9688,NEAR BAY,463540.06,,483300
-122.31,37.91,39,2955,696,1417,682,2.7628,NEAR BAY,174876,,167800
-118.14,33.76,52,2677,642,1144,624,4.3889,NEAR OCEAN,358722.06,,378000
-121.9,37.37,20,78,72,120,69,1.0938,<1H OCEAN,177502,,187500
-118.01,33.84,28,4097,838,2112,803,4.5,<1H OCEAN,210161,,202100
-117.7,33.57,4,3283,911,1512,782,3.3125,<1H OCEAN,175592,,138500
-119.94,38.95,25,1789,536,1134,396,2.32,INLAND,101415,,91300
-121.82,37.26,10,3030,574,1623,589,5.1356,<1H OCEAN,225821,,218700
-121.24,38.78,18,549,143,249,136,0.8691,INLAND,123272,,136500
-122.42,37.77,52,1925,568,867,515,2.879,NEAR BAY,401193.01,,450000
-122.3,37.9,30,1772,471,880,437,2.2672,NEAR BAY,150132,,162500
-118.15,33.78,13,3056,861,1600,824,3.3003,NEAR OCEAN,216806,,207800
-117.88,33.87,35,1919,349,1302,345,5.6409,<1H OCEAN,201587,,190900
-118.51,33.98,40,1901,679,865,587,2.3417,<1H OCEAN,370729.05,,425000
-121.5,38.34,36,1212,255,569,256,2.0048,INLAND,77849,,72900
-117.94,33.81,25,1731,482,1127,455,3.256,<1H OCEAN,206172,,214300
-118.18,33.92,32,2035,519,2282,480,3.2734,<1H OCEAN,152217,,136400
-122.33,40.6,5,6383,1206,2965,1141,3.8103,INLAND,121225,,111100
-121.42,38.53,37,1958,367,1171,366,2.8298,INLAND,84419,,71200
-118.19,33.83,30,2246,552,1032,548,3.5871,NEAR OCEAN,321799.04,,347100
-122.69,38.27,32,2344,434,1066,384,4.0313,<1H OCEAN,262964,,285000
-118.3,34.02,42,2386,670,2327,661,1.6699,<1H OCEAN,129852,,108000
-117.77,33.67,12,4329,1068,1913,978,4.5094,<1H OCEAN,202350.01,,160200
-117.98,33.9,6,1537,347,506,280,4.8264,<1H OCEAN,176659,,146800
-122.28,37.81,17,1237,462,762,439,0.9241,NEAR BAY,164358,,177500
-118.76,34.26,26,1750,284,962,278,4.5673,<1H OCEAN,201011,,190400
-117.94,33.89,30,2577,404,1076,374,6.7528,<1H OCEAN,423574.03,,459600
-121.27,38.75,21,4812,1117,1985,1045,2.5083,INLAND,126255,,128500
-119.31,36.34,14,2985,607,2250,607,2.1602,INLAND,67204,,65200
-117.11,32.73,27,3160,627,1628,612,3.8864,NEAR OCEAN,136174,,132600
-118.17,34.05,45,733,178,715,165,2.5962,<1H OCEAN,132931,,124100
-120.41,36.77,24,1335,312,1180,267,1.947,INLAND,64574,,68900
-118.04,34.1,38,2317,451,1155,426,4.1488,INLAND,234234,,235300
-117.87,33.99,21,2837,515,2031,555,4.9271,<1H OCEAN,217478,,209700
-118.19,33.8,41,2125,591,1604,555,2.9943,NEAR OCEAN,191150,,190600
-120.19,36.61,29,1479,338,1408,322,2.293,INLAND,64360,,57200
-122.42,37.74,52,1916,432,889,424,4.0391,NEAR BAY,292486,,279900
-117.65,33.48,6,1638,188,572,174,13.0502,<1H OCEAN,492842.92,,500001
-122.03,37.55,22,9167,1373,4319,1404,6.992,NEAR BAY,312933.05,,284800
-117.98,33.94,36,4297,717,2038,700,5.2851,<1H OCEAN,256855.01,,258800
-122.41,37.76,52,3452,784,2987,753,2.8135,NEAR BAY,262988.01,,260300
-118.06,34.12,34,2941,558,1660,576,4.5667,INLAND,246541,,271500
-122.08,37.04,34,2800,577,1353,512,4.1161,NEAR OCEAN,253883,,220900
-118.41,34.02,16,5825,1866,3390,1752,3.0965,<1H OCEAN,308957.01,,320000
-121.46,38.66,3,3438,603,1602,554,3.9914,INLAND,127962,,120500
-121.1,39.15,10,680,143,354,140,4.0333,INLAND,157592,,161500
-118.32,33.83,19,3792,790,2105,834,5.2363,<1H OCEAN,303386.01,,310000
-117.78,33.71,4,974,232,428,203,4.6141,<1H OCEAN,200734.01,,195400
-119.71,36.8,25,875,156,646,166,3,INLAND,81423,,72800
-121.92,37.31,13,6035,1551,2946,1481,4.0524,<1H OCEAN,225778,,213900
-121.28,38.7,14,5827,1246,2578,1038,3.0212,INLAND,119576,,112900
-121.82,39.75,37,2236,372,974,379,3.2016,INLAND,97016,,97000
-118.37,34.08,28,4376,1202,1847,1128,2.6713,<1H OCEAN,303409.05,,312500
-118.34,33.99,47,1107,199,437,178,3.7344,<1H OCEAN,191672,,179400
-121.24,37.98,33,450,123,236,103,1.1964,INLAND,91514,,80400
-122.31,38.27,34,1748,284,783,303,4.3585,NEAR BAY,191723,,194400
-122.01,37.38,32,726,204,538,203,4.505,<1H OCEAN,240856,,230400
-118.34,34.16,44,1717,391,848,353,3.6111,<1H OCEAN,267575,,254500
-120.88,38.16,8,2029,387,1000,364,4.0109,INLAND,139217,,125900
-117.77,33.71,5,4050,584,1986,598,7.5847,<1H OCEAN,370780.03,,375700
-118.13,33.96,36,1933,341,958,335,4.4732,<1H OCEAN,256144,,266000
-117.05,33.02,18,917,121,388,131,6.3517,<1H OCEAN,262349,,260100
-118.41,33.9,39,2040,336,926,351,7.5552,<1H OCEAN,486647.8,,500001
-122.06,37.39,26,18,4,8,4,3.75,NEAR BAY,322263,,375000
-122.3,37.97,34,2854,528,1211,452,3.5353,NEAR BAY,160125,,164700
-121.81,39.71,18,1222,250,708,281,2.0288,INLAND,107558,,116700
-118.35,34.09,35,2705,785,1526,793,3.0349,<1H OCEAN,284354.03,,266700
-117.02,33.76,20,1317,203,453,158,2.8393,INLAND,126187,,120700
-121.68,36.67,26,5745,1017,2780,996,5,<1H OCEAN,213100,,202300
-118.43,34.22,34,2300,429,1447,455,4.2656,<1H OCEAN,220964,,233700
-117.15,34.83,30,5370,1062,2778,944,3.099,INLAND,81108,,66800
-121.89,37.35,47,2879,631,2229,606,3.2599,<1H OCEAN,194893,,183100
-118.29,33.98,30,1162,318,1207,289,1.223,<1H OCEAN,105152,,100000
-122.23,37.82,52,3242,366,1001,352,12.2138,NEAR BAY,498659.99,,500001
-120.83,37.07,16,3736,761,1942,730,2.5598,INLAND,110157,,120200
-118.04,34.09,34,2001,388,1461,397,3.8304,INLAND,186438,,183000
-118.21,34.09,37,1822,498,1961,506,1.9881,<1H OCEAN,156451,,159200
-117.88,33.79,32,1484,295,928,295,5.1418,<1H OCEAN,205157,,190300
-120.98,39.93,25,2220,511,912,449,1.8914,INLAND,83893,,87800
-115.57,32.79,34,1152,208,621,208,3.6042,INLAND,90600,,73600
-121.51,38.49,21,4426,790,1856,761,4.1,INLAND,159764,,158300
-120.04,39.24,30,2369,469,510,213,2.65,INLAND,121563,,123800
-122.29,37.54,43,2268,438,1151,449,4.9091,NEAR OCEAN,315716.04,,293200
-118.28,33.92,37,742,151,729,144,3.055,<1H OCEAN,110354,,105400
-121.8,39.75,11,7212,1355,3264,1264,3.1125,INLAND,124357,,122600
-119.38,36.56,25,1180,222,611,212,2.0729,INLAND,74987,,84700
-120.99,37.68,30,1975,375,732,326,2.6932,INLAND,105139,,94900
-121.75,37.68,35,1755,299,702,263,5.2443,INLAND,207190.01,,183400
-118.98,35.39,29,607,177,476,143,1.1875,INLAND,56535,,50700
-117.07,32.67,28,2758,623,2179,631,2.3814,NEAR OCEAN,117993,,112300
-118.28,34.01,50,2601,794,3080,770,1.8656,<1H OCEAN,138773,,122900
-117.2,34.14,18,1920,333,890,323,5.159,INLAND,150067,,144800
-119.32,36.25,21,1231,,609,206,2.8365,INLAND,95053,,90000
-121.51,38.55,45,3032,631,1341,597,2.8417,INLAND,127751,,137900
-114.56,33.69,17,720,174,333,117,1.6509,INLAND,81912,,85700
-118.36,34.05,48,1825,404,728,363,3.3824,<1H OCEAN,313217.01,,322600
-121.75,36.93,24,4026,881,2264,863,3.1327,<1H OCEAN,211745,,218100
-118.18,33.83,44,1497,277,542,274,5.0052,NEAR OCEAN,287380,,321800
-118.16,34.03,41,1377,293,1142,272,3.1724,<1H OCEAN,151703,,141600
-118.65,34.27,23,1724,265,934,306,6.0783,<1H OCEAN,244532,,229200
-118.29,34.11,49,2850,379,1113,380,12.9591,<1H OCEAN,500001,,500001
-117.3,34.05,7,4672,1121,2534,1046,3.4228,INLAND,120395,,115700
-121.21,38.67,11,5500,956,2827,946,4.1071,INLAND,164092,,145800
-118.3,33.81,17,5544,1068,3008,1038,5.322,<1H OCEAN,283974.04,,282700
-118.35,34.01,35,3776,,1583,749,3.5486,<1H OCEAN,310274.05,,332100
-117.13,32.71,44,1697,413,1396,363,1.5474,NEAR OCEAN,90765,,83300
-118.34,34.03,48,1426,331,784,356,1.6581,<1H OCEAN,149353,,118800
-121.9,37.28,34,4613,749,2050,725,5.3922,<1H OCEAN,297120.02,,302900
-118.5,34.21,36,1254,229,629,245,4.9643,<1H OCEAN,235459,,236100
-118.36,34.03,38,2365,638,2259,607,2.0879,<1H OCEAN,134396,,120700
-118.34,33.99,34,397,132,250,121,1.675,<1H OCEAN,179571.01,,166700
-122.07,38.26,15,1173,146,450,154,6.0487,INLAND,215169,,197700
-121.95,38.43,19,3011,551,1665,535,5.1534,INLAND,219298,,232800
-123.2,39.16,14,1908,484,1195,467,1.7929,<1H OCEAN,97450,,82300
-117.92,33.85,38,2082,532,1592,510,2.3704,<1H OCEAN,167119,,166100
-117.23,33.78,23,3465,703,2672,607,1.9767,INLAND,84482,,81500
-121.76,38.25,32,1495,333,905,281,2.625,INLAND,181699,,212500
-122.02,37.34,26,1992,328,980,342,6.2475,<1H OCEAN,344940,,350000
-119.81,36.81,33,3972,594,1324,561,5.4513,INLAND,161873,,143300
-122.49,37.76,49,1724,295,795,297,4.3977,NEAR BAY,336771,,353600
-118.11,33.83,36,1726,287,820,288,5.5767,<1H OCEAN,230883,,218100
-122.95,39.13,17,380,69,225,72,3.25,INLAND,135100,,137500
-121.37,38.39,15,1883,254,893,256,6.2575,INLAND,178937,,143500
-118.18,34.08,31,1318,311,1164,289,2.9939,<1H OCEAN,145156,,135500
-118.42,34.16,17,277,70,119,59,4.0208,<1H OCEAN,339069.03,,341700
-118.27,34.05,47,661,359,1406,307,1.3169,<1H OCEAN,133732.01,,112500
-122.5,37.79,52,8,1,13,1,15.0001,NEAR BAY,483058.89,,500001
-116.29,33.74,6,12991,2555,4571,1926,4.7195,INLAND,182814,,199300
-122.33,37.58,27,5144,1481,2518,1447,3.4836,NEAR OCEAN,300649.02,,287900
-118.36,34.05,50,3518,812,1724,758,3.0833,<1H OCEAN,324304.05,,338100
-117.75,34.06,52,24,6,46,7,1.625,INLAND,105736,,67500
-122.2,37.43,38,3626,528,1350,532,7.3681,NEAR OCEAN,485219.81,,500001
-117.68,34.01,20,7326,1555,5718,1538,3.2073,INLAND,139883,,123500
-118.26,33.92,40,1076,244,705,255,1.7986,<1H OCEAN,100924,,98900
-117.36,33.17,24,2046,442,812,367,2.3182,NEAR OCEAN,380790.63,,500001
-122.43,37.75,52,2700,595,1181,575,3.575,NEAR BAY,385096.01,,396800
-121.63,39.75,37,1296,296,569,257,1.8616,INLAND,72672,,70500
-117.15,32.81,34,1629,318,900,282,3.1458,NEAR OCEAN,196211.01,,178300
-117.67,34.03,20,8561,1411,4861,1450,4.7056,INLAND,164164,,165500
-117.32,33.99,27,5464,850,2400,836,4.711,INLAND,144048,,133500
-118.32,34.09,30,1871,766,2595,819,2.0044,<1H OCEAN,201250,,212500
-118.43,34.22,36,1372,295,774,306,3.6618,<1H OCEAN,190548,,187300
-122.47,37.65,27,8103,1655,5023,1605,4.6452,NEAR OCEAN,255913,,236200
-118.22,33.93,39,1921,483,2286,470,3.0167,<1H OCEAN,139205,,130000
-118.39,34.17,40,1696,372,835,385,3.6563,<1H OCEAN,232769.01,,222400
-118.09,33.8,36,1724,322,838,328,4.4831,<1H OCEAN,243333,,253900
-118.06,33.83,21,3941,655,1897,670,4.88,<1H OCEAN,316807.01,,343900
-122.13,37.68,44,2147,399,1175,401,4.1974,NEAR BAY,188785,,179300
-122.29,37.92,35,583,88,235,84,5.943,NEAR BAY,298400.01,,288200
-117.77,34.06,27,2178,629,2379,591,1.9766,INLAND,103359,,108000
-117.3,33.85,15,3991,751,2317,657,2.9542,INLAND,122878,,127900
-118.45,34.25,21,2143,565,1803,497,3.9833,<1H OCEAN,166123,,162500
-117.07,32.81,15,2000,402,778,369,4.3594,<1H OCEAN,203361,,224200
-117.96,33.75,25,1323,208,852,229,4.6167,<1H OCEAN,221429,,237300
-122.29,37.56,12,6474,1467,2516,1390,5.0353,NEAR BAY,297705.01,,305800
-122.04,36.96,44,1294,269,645,259,3.2437,NEAR OCEAN,222581,,223900
-117.86,33.74,32,691,151,926,148,4.125,<1H OCEAN,175531,,175900
-118.34,34,49,2465,372,1018,359,4,<1H OCEAN,288526.01,,296800
-117.08,32.58,22,2128,477,1420,450,3.2687,NEAR OCEAN,134811,,131000
-117.99,33.74,26,4065,741,1960,739,4.506,<1H OCEAN,233557,,240000
-120.27,38.31,13,3297,662,267,97,3.075,INLAND,119430,,108300
-121.24,39.37,16,2785,616,1387,530,2.3886,INLAND,93703,,89400
-122.22,37.48,47,2570,783,3107,724,2.8058,NEAR OCEAN,210003,,229500
-117.18,32.76,17,711,254,327,227,2.6493,NEAR OCEAN,113293.01,,67500
-122.25,37.81,28,5806,1603,2563,1497,3.2177,NEAR BAY,251708.01,,273400
-122.27,37.48,26,3542,507,1392,524,8.5184,NEAR OCEAN,476363.75,,500001
-120.62,35.28,28,3952,592,1469,571,6.3144,NEAR OCEAN,346666.08,,328800
-117.31,34.43,16,5130,1172,3126,1046,1.6784,INLAND,76401,,71900
-118.75,34.17,18,6217,858,2703,834,6.8075,NEAR OCEAN,363842.15,,325900
